questionnaire_id,survey_version,survey_language,old_questionnaire_id,age,sex,birth_location,citizenship,current_muni,time_fsm,time_pni,pni_current_place,travelled_abroad,education,elementary_type,hs_type,meing,making_friends,being_successful,good_education,happy_relationships,getting_money,reading,writing,radio,tv,accepted_pni,talking_teachers,talking_villages,funerals,kamadipw,sakau,facebook,talking_kolonia,talking_chief,talking_gov,good_job,friends_school,church,store,talking_neighbors,us_relatives,local_lang,english_more_import_local,english_smarter,eng_pni_diff,learn_pni_first,pni_more_import_eng,pni_jobs_pni,pni_jobs_abroad,eng_jobs_abroad,eng_jobs_pni,many_lang_easy,many_lang_important,one_lang_life_diff,eng_more_import_pni,sad.pni.no.pni,sad_pni_no_eng,sad_pni_abroad,sad_eng_abroad,youths_bad_pni,youths_bad_eng,micros_need_eng,pnis_need_eng,kolonia_need_eng,all_lang_live_together,pni_respect,pni_unfashionable,eng_more_val_pni,micro_youth_like_eng,micro_older_like_eng,mehn_wai_need_learn_pni,pni_youth_like_pni,pni_older_like_pni,pni_important_pni,pni_simpler_eng,choose_pni,choose_eng,feel_positive_pni,to_be_pni_speak_pni,cant_pni_no_pni,micro_speak_micro,micro_speak_eng,pni_smarter,english_simpler_pni,pni_politer_eng,kitti_need_eng,kolonia_need_pni,kitti_need_pni,want_children_pni,want_children_eng,meing_important,want_children_meing,micro_pni_pni,schools_teach_pni,eng_important_pni,quiet,stupid,loud,kindhearted,feminine,badtempered,masculine,honest,modern,greedy,attractive,successful,peaceful,violent,young,poor,old,rich,pretentious,proud,respectful,wise,patriotic,cultured,showoffs,humble,generous,uneducated,smart,ugly,educated,current_village
276,1,eng,31,45 -- 54,Male,Pohnpei State,FSM,Nett,30 - 39 years,40 or more years,40 or more years,Yes,"Some college, no degree",Public school,Public school,Very well,Pohnpeian,English,English,Other,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,NA,Really disagree,Really disagree,Really disagree,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,,,,Kolonia
277,1,eng,32,35 -- 44,Male,Yap State,FSM,Nett,30 - 39 years,20 - 29 years,5 - 9 years,Yes,Bachelor's degree,Both,Private school,Somewhat well,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,Pohnpeian,Pohnpeian,English,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Agree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,,,Nahnpohnmal
278,1,eng,33,45 -- 54,Female,Pohnpei State,FSM,Nett,40 or more years,40 or more years,20 - 29 years,Yes,Bachelor's degree,Public school,Public school,Well,English,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Other,English,Pohnpeian,Pohnpeian,English,English,English,English,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Agree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,,,Dolonier
279,1,eng,34,25 -- 34,Male,Pohnpei State,FSM,Kitti,20 - 29 years,20 - 29 years,0 - 4 years,Yes,Bachelor's degree,Public school,Private school,Very well,Pohnpeian,English,English,Pohnpeian,Pohnpeian,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,,,,Kipar
280,1,eng,35,35 -- 44,Female,Chuuk State,FSM,Sokehs,40 or more years,40 or more years,40 or more years,Yes,Associate degree,Public school,Public school,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Chuukese,Chuukese,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Agree somewhat,Really agree,Disagree somewhat,Really agree,Really agree,Agree somewhat,,,,Soledi
281,1,eng,36,65 -- 74,Male,US Mainland,USA,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,"Professional degree (JD, MD, etc.)",Public school,Public school,Well,Pohnpeian,Pohnpeian,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Really disagree,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,Really disagree,Disagree somewhat,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Really agree,Really disagree,,,,Kolonia
282,1,eng,37,35 -- 44,Female,Pohnpei State,FSM,Sokehs,30 - 39 years,30 - 39 years,30 - 39 years,Yes,Master's degree,Public school,Public school,Somewhat well,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pohnpeian,Pingelapese,English,English,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,NA,Really disagree,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really disagree,,,,Sapwohn
283,1,eng,38,45 -- 54,Female,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,5 - 9 years,Yes,"Professional degree (JD, MD, etc.)",Private school,Private school,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Mokilese,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Mokilese,Pohnpeian,Pohnpeian,Mokilese,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,NA,Really disagree,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Dolonier
284,1,eng,39,35 -- 44,Female,Pohnpei State,FSM,Madolenihmw,10 - 19 years,40 or more years,10 - 19 years,No,Associate degree,Public school,Public school,Not at all,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,NA,Really disagree,Really disagree,Really disagree,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,,,,Madolenihmw
285,1,eng,4,35 -- 44,Female,Pohnpei State,FSM,Sokehs,30 - 39 years,30 - 39 years,10 - 19 years,Yes,"Some college, no degree",Private school,Private school,Well,English,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Agree somewhat,Really agree,Really disagree,NA,Really disagree,Agree somewhat,Agree somewhat,,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,,,,Sokehs
286,1,eng,40,35 -- 44,Female,RMI,FSM,Kitti,40 or more years,40 or more years,,Yes,Associate degree,Public school,Public school,Very well,English,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Pehleng
287,1,eng,41,25 -- 34,Female,Pohnpei State,FSM,Sokehs,10 - 19 years,10 - 19 years,10 - 19 years,Yes,Bachelor's degree,Private school,Private school,Not at all,English,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,,,,Dolonier_Sokehs
288,1,eng,42,35 -- 44,Female,US Mainland,USA,Uh,10 - 19 years,10 - 19 years,0 - 4 years,Yes,Bachelor's degree,Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,NA,Really disagree,Really disagree,Agree somewhat,,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,,,,Awak Pah
289,1,eng,43,25 -- 34,Female,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Bachelor's degree,Public school,Public school,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,NA,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,,,,Kahmar
290,1,eng,44,45 -- 54,Female,Pohnpei State,FSM,Kitti,40 or more years,40 or more years,40 or more years,Yes,"Some college, no degree",Public school,Public school,Not at all,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Really agree,Disagree somewhat,Disagree somewhat,Really agree,Really agree,NA,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Really agree,Really agree,Really disagree,Agree somewhat,Really disagree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really agree,Disagree somewhat,Really agree,Really disagree,Really agree,Really agree,Really disagree,,,,Kitti
291,1,eng,45,35 -- 44,Female,Pohnpei State,FSM,Kitti,40 or more years,40 or more years,20 - 29 years,No,Associate degree,Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,Other,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Other,Pohnpeian,Other,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Other,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Disagree somewhat,Really agree,Really agree,NA,Really agree,Really agree,Really disagree,,Really agree,Really agree,Really agree,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really disagree,Disagree somewhat,Really disagree,Really agree,Really agree,Really disagree,,,,Enipein Pah
292,1,eng,46,45 -- 54,Male,Pohnpei State,FSM,Madolenihmw,40 or more years,40 or more years,10 - 19 years,Yes,Trade/Technical/vocational training,Both,Private school,Very well,English,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,NA,Really disagree,Disagree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,,,,Sapwalap
293,1,eng,47,25 -- 34,Female,Pohnpei State,FSM,Kitti,30 - 39 years,30 - 39 years,30 - 39 years,Yes,Associate degree,Public school,Public school,Well,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Agree somewhat,Really disagree,Really disagree,Really agree,Really disagree,NA,Really disagree,Agree somewhat,Really agree,,Disagree somewhat,Agree somewhat,Really agree,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,,,,Wone
294,1,eng,48,25 -- 34,Male,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,30 - 39 years,Yes,"High school, diploma, or GED",Public school,Private school,Well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,NA,Really disagree,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Really agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really disagree,,,,Kahmar
295,1,eng,49,55 -- 64,Male,Pohnpei State,FSM,Sokehs,40 or more years,40 or more years,40 or more years,Yes,Bachelor's degree,Public school,Public school,Well,English,English,English,Mortlockese,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Mortlockese,Pohnpeian,Mortlockese,Mortlockese,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Really disagree,NA,Really disagree,Really disagree,Disagree somewhat,,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really agree,Really agree,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,,,,Roie
